ปีเดือน,รหัสจังหวัด,ชื่อจังหวัด,รหัสสำนักทะเบียน,ชื่อสำนักทะเบียน,รหัสตำบล,ชื่อตำบล,จำนวนประชากรชายทั้งหมด,จำนวนประชากรหญิงทั้งหมด,ผลรวมประชากรทั้งหมด,Calculated Total Population,Difference,Generation Z,Millennials,Generation X,Baby Boomers,Silent Generation
6705,50,จังหวัดเชียงใหม่,5044,เทศบาลตำบลสันพระเนตร,501403,ตำบลสันพระเนตร,"2,902","3,454",0,6230,-6230,268,1379,1569,1647,365
6705,50,จังหวัดเชียงใหม่,5046,เทศบาลตำบลสันปูเลย,500502,ตำบลสันปูเลย,"8,506","9,888",0,18011,-18011,617,4229,5051,4125,851
6705,50,จังหวัดเชียงใหม่,5049,เทศบาลตำบลเชิงดอย,500501,ตำบลเชิงดอย,"3,837","4,168",0,7760,-7760,277,1632,1793,2262,568
6705,50,จังหวัดเชียงใหม่,5050,เทศบาลตำบลเมืองนะ,500402,ตำบลเมืองนะ,"18,870","19,503",0,23388,-23388,1988,6276,4089,2757,617
6705,50,จังหวัดเชียงใหม่,5054,เทศบาลตำบลทุ่งข้าวพวง,500407,ตำบลทุ่งข้าวพวง,"5,573","5,485",0,6496,-6496,394,1570,1272,1281,268
6705,50,จังหวัดเชียงใหม่,5055,เทศบาลตำบลปิงโค้ง,500406,ตำบลปิงโค้ง,"7,634","6,698",0,12173,-12173,848,3194,2421,2091,483
6705,50,จังหวัดเชียงใหม่,5056,เทศบาลตำบลพระธาตุปู่ก่ำ,500403,ตำบลเมืองงาย,"1,148","1,212",0,2008,-2008,98,469,413,498,120
6705,50,จังหวัดเชียงใหม่,5057,เทศบาลเมืองแม่เหียะ,500109,ตำบลแม่เหียะ,"8,974","10,998",0,19466,-19466,795,4427,4788,5317,1295
6705,50,จังหวัดเชียงใหม่,5058,เทศบาลตำบลสารภี,501902,ตำบลสารภี,"3,089","3,547",0,6156,-6156,225,1146,1485,1971,580
6705,50,จังหวัดเชียงใหม่,5059,เทศบาลตำบลฟ้าฮ่าม,500114,ตำบลฟ้าฮ่าม,"3,270","3,892",0,6934,-6934,254,1602,1838,1839,445
6705,50,จังหวัดเชียงใหม่,5060,เทศบาลตำบลหนองจ๊อม,501407,ตำบลหนองจ๊อม,"7,964","9,581",0,16913,-16913,681,3780,4400,4433,1012
6705,50,จังหวัดเชียงใหม่,5061,เทศบาลตำบลหนองหอย,500111,ตำบลหนองหอย,"3,569","4,359",0,7732,-7732,283,1672,1787,2264,663
6705,50,จังหวัดเชียงใหม่,5062,เทศบาลตำบลแม่แฝก,501409,ตำบลแม่แฝก,"4,187","4,828",0,8892,-8892,259,1732,1829,3170,781
6705,50,จังหวัดเชียงใหม่,5063,เทศบาลตำบลท่าศาลา,500112,ตำบลท่าศาลา,"3,359","3,897",0,7007,-7007,263,1445,1826,1864,465
6705,50,จังหวัดเชียงใหม่,5064,เทศบาลตำบลหนองผึ้ง,501907,ตำบลหนองผึ้ง,"7,501","8,809",0,15885,-15885,610,3630,4139,4092,914
6705,50,จังหวัดเชียงใหม่,5065,เทศบาลตำบลเจดีย์แม่ครัว,501410,ตำบลแม่แฝกใหม่,"4,009","4,449",0,8261,-8261,290,1644,1996,2599,540
6705,50,จังหวัดเชียงใหม่,5066,เทศบาลตำบลแม่ปั๋ง,501110,ตำบลแม่ปั๋ง,"2,936","3,047",0,5895,-5895,230,1170,1322,2038,388
6705,50,จังหวัดเชียงใหม่,5067,เทศบาลตำบลชมภู,501903,ตำบลชมภู,"3,770","4,131",0,7742,-7742,303,1651,1839,2363,506
6705,50,จังหวัดเชียงใหม่,5068,เทศบาลตำบลป่าแดด,500110,ตำบลป่าแดด,"8,215","9,785",0,17530,-17530,707,3956,4348,4577,1127
6705,50,จังหวัดเชียงใหม่,5069,เทศบาลตำบลสุเทพ,500108,ตำบลสุเทพ,"8,259","8,619",0,16395,-16395,788,3849,4084,3952,1097
6705,50,จังหวัดเชียงใหม่,5070,เทศบาลตำบลหนองป่าครั่ง,500113,ตำบลหนองป่าครั่ง,"3,463","3,917",0,6878,-6878,282,1490,1642,1862,513
6705,50,จังหวัดเชียงใหม่,5071,เทศบาลตำบลแม่วาง,502201,ตำบลบ้านกาด,"1,215","1,389",0,2547,-2547,85,473,556,903,261
6705,50,จังหวัดเชียงใหม่,5071,เทศบาลตำบลแม่วาง,502205,ตำบลดอนเปา,905,993,0,1865,-1865,56,334,441,616,178
6705,50,จังหวัดเชียงใหม่,5072,เทศบาลตำบลไชยปราการ,502101,ตำบลปงตำ,"3,675","4,003",0,7165,-7165,311,1418,1584,2175,548
6705,50,จังหวัดเชียงใหม่,5072,เทศบาลตำบลไชยปราการ,502102,ตำบลศรีดงเย็น,"2,732","3,076",0,5541,-5541,194,1063,1144,1816,516
6705,50,จังหวัดเชียงใหม่,5072,เทศบาลตำบลไชยปราการ,502104,ตำบลหนองบัว,835,969,0,1754,-1754,64,351,365,577,147
6705,50,จังหวัดเชียงใหม่,5073,เทศบาลตำบลยางเนิ้ง,501901,ตำบลยางเนิ้ง,"4,583","5,516",0,9997,-9997,356,2179,2414,2864,773
6705,50,จังหวัดเชียงใหม่,5073,เทศบาลตำบลยางเนิ้ง,501902,ตำบลสารภี,281,319,600,596,4,12,129,152,169,41
6705,50,จังหวัดเชียงใหม่,5073,เทศบาลตำบลยางเนิ้ง,501907,ตำบลหนองผึ้ง,120,156,276,266,10,6,80,72,38,4
6705,50,จังหวัดเชียงใหม่,5074,เทศบาลตำบลอมก๋อย,501801,ตำบลอมก๋อย,550,509,0,1032,-1032,45,216,206,269,78
6705,50,จังหวัดเชียงใหม่,5075,เทศบาลตำบลท่าเดื่อ-มืดกา,501702,ตำบลท่าเดื่อ,921,"1,001",0,1899,-1899,80,362,390,542,188
6705,50,จังหวัดเชียงใหม่,5075,เทศบาลตำบลท่าเดื่อ-มืดกา,501703,ตำบลมืดกา,"1,093","1,155",0,2248,-2248,93,420,526,685,218
6705,50,จังหวัดเชียงใหม่,5076,เทศบาลตำบลท่าข้าม,501601,ตำบลหางดง,"2,669","2,915",0,5551,-5551,230,1100,1324,1648,384
6705,50,จังหวัดเชียงใหม่,5077,เทศบาลตำบลหางดง,501501,ตำบลหางดง,"2,985","3,628",0,5936,-5936,229,1313,1458,1717,413
6705,50,จังหวัดเชียงใหม่,5078,เทศบาลตำบลหนองตองพัฒนา,501504,ตำบลหนองตอง,"3,771","4,380",0,8105,-8105,289,1586,1770,2720,719
6705,50,จังหวัดเชียงใหม่,5079,เทศบาลตำบลสันทรายหลวง,501401,ตำบลสันทรายหลวง,"3,890","4,600",0,8311,-8311,287,1992,1939,2247,589
6705,50,จังหวัดเชียงใหม่,5079,เทศบาลตำบลสันทรายหลวง,501402,ตำบลสันทรายน้อย,"8,381","10,246",0,18008,-18008,803,3824,4732,4766,1109
6705,50,จังหวัดเชียงใหม่,5079,เทศบาลตำบลสันทรายหลวง,501403,ตำบลสันพระเนตร,489,564,0,1049,-1049,38,199,254,328,84
6705,50,จังหวัดเชียงใหม่,5079,เทศบาลตำบลสันทรายหลวง,501412,ตำบลป่าไผ่,534,652,0,1142,-1142,51,230,281,335,94
6705,50,จังหวัดเชียงใหม่,5080,เทศบาลเมืองแม่โจ้,501407,ตำบลหนองจ๊อม,"1,160","1,427",0,2534,-2534,90,703,635,568,130
6705,50,จังหวัดเชียงใหม่,5080,เทศบาลเมืองแม่โจ้,501408,ตำบลหนองหาร,"7,607","9,061",0,15300,-15300,1147,3766,3581,3687,962
6705,50,จังหวัดเชียงใหม่,5080,เทศบาลเมืองแม่โจ้,501412,ตำบลป่าไผ่,"1,863","2,238",0,3954,-3954,131,939,1007,1045,211
6705,50,จังหวัดเชียงใหม่,5081,เทศบาลตำบลสันกำแพง,501301,ตำบลสันกำแพง,"4,880","5,804",0,10453,-10453,344,2264,2309,3208,960
6705,50,จังหวัดเชียงใหม่,5081,เทศบาลตำบลสันกำแพง,501302,ตำบลทรายมูล,"1,925","2,139",0,4028,-4028,147,831,872,1261,433
6705,50,จังหวัดเชียงใหม่,5081,เทศบาลตำบลสันกำแพง,501305,ตำบลแช่ช้าง,"1,264","1,462",0,2716,-2716,94,572,588,862,224
6705,50,จังหวัดเชียงใหม่,5082,เทศบาลเมืองต้นเปา,501312,ตำบลต้นเปา,"9,265","11,225",0,20079,-20079,741,4620,5380,5006,995
6705,50,จังหวัดเชียงใหม่,5083,เทศบาลตำบลสันป่าตอง,501201,ตำบลยุหว่า,"1,205","1,422",0,2602,-2602,98,480,577,866,320
6705,50,จังหวัดเชียงใหม่,5083,เทศบาลตำบลสันป่าตอง,501204,ตำบลมะขามหลวง,44,41,85,85,0,5,16,17,30,10
6705,50,จังหวัดเชียงใหม่,5083,เทศบาลตำบลสันป่าตอง,501210,ตำบลทุ่งต้อม,686,859,0,1535,-1535,60,265,377,490,179
6705,50,จังหวัดเชียงใหม่,5084,เทศบาลตำบลบ้านกลาง,501203,ตำบลท่าวังพร้าว,662,808,0,1465,-1465,39,273,295,546,121
6705,50,จังหวัดเชียงใหม่,5084,เทศบาลตำบลบ้านกลาง,501204,ตำบลมะขามหลวง,610,690,0,1291,-1291,46,283,268,430,83
6705,50,จังหวัดเชียงใหม่,5084,เทศบาลตำบลบ้านกลาง,501207,ตำบลบ้านกลาง,"2,735","3,016",0,5681,-5681,228,1125,1345,1755,452
6705,50,จังหวัดเชียงใหม่,5084,เทศบาลตำบลบ้านกลาง,501215,ตำบลมะขุนหวาน,812,964,0,1774,-1774,74,350,435,506,136
6705,50,จังหวัดเชียงใหม่,5085,เทศบาลตำบลเวียงพร้าว,501101,ตำบลเวียง,"1,351","1,643",0,2918,-2918,101,558,572,1027,269
6705,50,จังหวัดเชียงใหม่,5085,เทศบาลตำบลเวียงพร้าว,501102,ตำบลทุ่งหลวง,695,800,0,1486,-1486,48,282,291,549,124
6705,50,จังหวัดเชียงใหม่,5086,เทศบาลตำบลแม่อาย,501001,ตำบลแม่อาย,"3,381","3,610",0,5577,-5577,229,1126,1123,1721,456
6705,50,จังหวัดเชียงใหม่,5086,เทศบาลตำบลแม่อาย,501007,ตำบลมะลิกา,"1,591","1,813",0,3281,-3281,119,633,718,1020,285
6705,50,จังหวัดเชียงใหม่,5087,เทศบาลตำบลเวียงฝาง,500901,ตำบลเวียง,"3,992","4,320",0,5664,-5664,171,1110,1166,1805,577
6705,50,จังหวัดเชียงใหม่,5088,เทศบาลตำบลบ้านแม่ข่า,500911,ตำบลแม่ข่า,889,938,0,1783,-1783,67,363,348,632,151
6705,50,จังหวัดเชียงใหม่,5089,เทศบาลตำบลสะเมิงใต้,500801,ตำบลสะเมิงใต้,"2,633","2,678",0,5011,-5011,206,1036,1077,1431,442
6705,50,จังหวัดเชียงใหม่,5090,เทศบาลตำบลแม่ริม,500701,ตำบลริมใต้,"3,867","4,444",0,8182,-8182,259,1502,1798,2626,953
6705,50,จังหวัดเชียงใหม่,5090,เทศบาลตำบลแม่ริม,500709,ตำบลแม่สา,379,451,830,809,21,29,132,175,254,119
6705,50,จังหวัดเชียงใหม่,5091,เทศบาลตำบลสันมหาพน,500601,ตำบลสันมหาพน,"2,937","3,349",0,6063,-6063,179,1156,1452,1968,551
6705,50,จังหวัดเชียงใหม่,5091,เทศบาลตำบลสันมหาพน,500603,ตำบลขี้เหล็ก,882,"1,021",0,1755,-1755,75,346,421,526,130
6705,50,จังหวัดเชียงใหม่,5092,เทศบาลเมืองเมืองแกนพัฒนา,500604,ตำบลช่อแล,"1,905","2,191",0,4050,-4050,115,697,874,1459,421
6705,50,จังหวัดเชียงใหม่,5092,เทศบาลเมืองเมืองแกนพัฒนา,500613,ตำบลอินทขิล,"3,726","4,122",0,7731,-7731,233,1505,1666,2781,602
6705,50,จังหวัดเชียงใหม่,5093,เทศบาลตำบลดอยสะเก็ด,500501,ตำบลเชิงดอย,"1,783","2,042",0,3652,-3652,125,724,835,1173,366
6705,50,จังหวัดเชียงใหม่,5093,เทศบาลตำบลดอยสะเก็ด,500503,ตำบลลวงเหนือ,33,45,78,77,1,2,18,12,30,9
6705,50,จังหวัดเชียงใหม่,5093,เทศบาลตำบลดอยสะเก็ด,500504,ตำบลป่าป้อง,35,55,90,78,12,4,8,20,30,5
6705,50,จังหวัดเชียงใหม่,5094,เทศบาลตำบลเมืองงาย,500403,ตำบลเมืองงาย,"1,742","2,000",0,3591,-3591,120,695,727,1122,421
6705,50,จังหวัดเชียงใหม่,5095,เทศบาลตำบลเชียงดาว,500401,ตำบลเชียงดาว,"1,738","2,003",0,3666,-3666,124,707,776,1214,376
6705,50,จังหวัดเชียงใหม่,5096,เทศบาลตำบลแม่แจ่ม,500301,ตำบลช่างเคิ่ง,"1,248","1,297",0,2504,-2504,89,481,536,793,236
6705,50,จังหวัดเชียงใหม่,5097,เทศบาลตำบลจอมทอง,500203,ตำบลบ้านหลวง,"1,416","1,597",0,2981,-2981,92,530,690,938,369
6705,50,จังหวัดเชียงใหม่,5097,เทศบาลตำบลจอมทอง,500204,ตำบลข่วงเปา,"2,078","2,472",0,4533,-4533,136,846,1018,1365,480
6705,50,จังหวัดเชียงใหม่,5097,เทศบาลตำบลจอมทอง,500207,ตำบลดอยแก้ว,626,750,0,1366,-1366,46,249,301,408,180
6705,50,จังหวัดเชียงใหม่,5098,เทศบาลตำบลช้างเผือก,500107,ตำบลช้างเผือก,"4,117","4,647",0,8432,-8432,269,1739,2095,2251,963
6705,50,จังหวัดเชียงใหม่,5099,เทศบาลนครเชียงใหม่,500101,ตำบลศรีภูมิ,"5,395","6,092",0,9959,-9959,345,1905,2213,2958,1424
6705,50,จังหวัดเชียงใหม่,5099,เทศบาลนครเชียงใหม่,500102,ตำบลพระสิงห์,"2,803","3,130",0,5844,-5844,244,1095,1252,1646,893
6705,50,จังหวัดเชียงใหม่,5099,เทศบาลนครเชียงใหม่,500103,ตำบลหายยา,"5,285","6,104",0,11234,-11234,435,2155,2496,3389,1301
6705,50,จังหวัดเชียงใหม่,5099,เทศบาลนครเชียงใหม่,500104,ตำบลช้างม่อย,"3,230","3,619",0,5362,-5362,165,939,1054,1641,995
6705,50,จังหวัดเชียงใหม่,5099,เทศบาลนครเชียงใหม่,500105,ตำบลช้างคลาน,"5,733","6,758",0,11626,-11626,489,2259,2623,3252,1461
6705,50,จังหวัดเชียงใหม่,5099,เทศบาลนครเชียงใหม่,500106,ตำบลวัดเกต,"9,209","8,670",0,17114,-17114,1133,3862,3599,4564,2110
6705,50,จังหวัดเชียงใหม่,5099,เทศบาลนครเชียงใหม่,500107,ตำบลช้างเผือก,"6,045","7,176",0,12781,-12781,491,2548,3161,3484,1413
6705,50,จังหวัดเชียงใหม่,5099,เทศบาลนครเชียงใหม่,500108,ตำบลสุเทพ,"4,337","5,237",0,9363,-9363,1023,2642,2086,1997,697
6705,50,จังหวัดเชียงใหม่,5099,เทศบาลนครเชียงใหม่,500110,ตำบลป่าแดด,706,824,0,1508,-1508,79,275,407,426,132
6705,50,จังหวัดเชียงใหม่,5099,เทศบาลนครเชียงใหม่,500111,ตำบลหนองหอย,"2,634","3,213",0,5772,-5772,199,1160,1487,1638,559
6705,50,จังหวัดเชียงใหม่,5099,เทศบาลนครเชียงใหม่,500112,ตำบลท่าศาลา,"2,475","2,980",0,5389,-5389,225,1118,1335,1602,434
6705,50,จังหวัดเชียงใหม่,5099,เทศบาลนครเชียงใหม่,500113,ตำบลหนองป่าครั่ง,735,846,0,1530,-1530,54,314,372,440,165
6705,50,จังหวัดเชียงใหม่,5099,เทศบาลนครเชียงใหม่,500114,ตำบลฟ้าฮ่าม,410,491,901,840,61,24,169,184,265,93
6705,50,จังหวัดเชียงใหม่,5099,เทศบาลนครเชียงใหม่,500115,ตำบลป่าตัน,"4,601","5,468",0,9876,-9876,409,2110,2613,2604,704
0,0,,0,,0,,,,0,0,0,0,0,0,0,0
